geneid	mean_length	median_length	polya_reads_num	count
PH02Gene13771	105.08	96.87	63	102
PH02Gene19699	82.83	70.34	6	6
PH02Gene46747	285.16	285.16	2	2
PH02Gene15817	84.19	71.88	81	129
PH02Gene17949	195.66	235.42	4	6
PH02Gene01038	113.29	113.04	36	60
PH02Gene09447	29.1	29.1	2	2
PH02Gene29502	56.38	45.93	1415	2094
PH02Gene09791	56.92	56.57	29	52
PH02Gene01587	76.76	71.66	32	46
PH02Gene46862	76.65	74.04	49	71
PH02Gene02089	45.48	45.48	1	1
PH02Gene26008	125.65	59.68	3	4
PH02Gene49526	76.21	79.52	6	7
PH02Gene42524	108.78	99.87	34	49
PH02Gene04930	125.66	125.66	2	4
PH02Gene25301	94.31	95.15	20	26
PH02Gene16406	68.69	64.31	3	3
PH02Gene28878	109.19	71.72	4	9
PH02Gene36290	96.16	102.85	19	20
PH02Gene01740	92.38	95.44	11	13
PH02Gene09597	106.3	127.87	27	45
PH02Gene05285	146.77	117.48	11	14
PH02Gene44110	111.69	129.64	6	8
PH02Gene00396	57.72	49.79	24	35
PH02Gene11328	62.76	60.76	5	9
PH02Gene13834	110.7	110.7	1	1
PH02Gene13590	146.88	146.88	1	2
PH02Gene48297	70.93	77.31	3	4
PH02Gene12071	153.28	122.29	6	12
PH02Gene29580	135.88	129.36	6	11
PH02Gene26095	103.88	103.24	4	8
PH02Gene25716	109.95	119.0	6	9
PH02Gene37989	60.78	60.78	2	2
PH02Gene05386	68.94	68.94	1	1
PH02Gene21455	107.82	101.46	4	4
PH02Gene09796	102.27	81.44	9	14
PH02Gene06290	77.39	56.08	5	10
PH02Gene49737	78.37	77.42	19	32
PH02Gene40362	57.38	57.77	23	30
PH02Gene32302	74.14	74.14	2	2
PH02Gene28854	98.71	108.0	3	4
PH02Gene21502	71.88	75.83	10	14
PH02Gene03380	38.23	38.23	1	2
PH02Gene42398	97.32	96.19	14	17
PH02Gene14140	141.11	141.11	1	2
PH02Gene25908	69.23	59.48	9	13
PH02Gene05080	82.21	81.18	3	4
PH02Gene04483	85.49	73.87	20	27
PH02Gene26650	171.7	157.8	6	9
PH02Gene46735	62.45	62.96	44	60
PH02Gene32920	153.58	153.58	2	2
PH02Gene22434	81.54	78.12	13	15
PH02Gene09598	90.78	70.48	8	13
PH02Gene34498	109.43	94.76	13	18
PH02Gene10014	66.47	61.52	6	13
PH02Gene45442	77.52	67.14	49	77
PH02Gene16463	77.69	67.26	11	13
PH02Gene42377	61.72	47.92	52	72
PH02Gene38380	81.72	75.59	23	31
PH02Gene23385	110.77	110.77	1	1
PH02Gene02695	101.96	101.96	1	1
PH02Gene23826	99.83	73.25	31	45
PH02Gene02449	96.38	100.54	4	9
PH02Gene00567	84.69	73.58	18	33
PH02Gene11640	81.7	70.38	16	28
PH02Gene29932	65.62	57.5	32	50
PH02Gene45026	121.81	91.27	8	13
PH02Gene33875	121.75	121.76	2	3
PH02Gene34068	70.24	77.5	8	10
PH02Gene41958	137.03	137.04	2	3
PH02Gene08000	46.95	45.38	20	28
PH02Gene00348	69.75	71.93	8	9
PH02Gene04047	80.54	67.07	35	56
PH02Gene35678	94.6	65.26	17	23
PH02Gene50651	90.09	87.14	42	64
PH02Gene10516	95.22	93.82	76	105
PH02Gene02395	134.34	116.79	15	21
PH02Gene36184	176.79	176.79	1	1
PH02Gene18906	64.25	61.83	45	63
PH02Gene08857	21.84	21.84	2	5
PH02Gene26109	93.91	86.73	25	43
PH02Gene31942	92.24	95.87	42	56
PH02Gene24576	116.67	139.65	11	17
PH02Gene46347	91.82	81.24	186	299
PH02Gene00033	59.84	60.26	11	12
PH02Gene31602	62.32	58.08	141	207
PH02Gene18151	67.11	59.24	49	67
PH02Gene19959	139.66	109.21	3	4
PH02Gene11543	35.63	35.63	1	7
PH02Gene02100	53.06	53.06	2	2
PH02Gene30100	71.44	59.0	27	40
PH02Gene19119	69.62	65.6	34	49
PH02Gene16259	209.11	209.11	1	1
PH02Gene38133	134.76	114.88	5	9
PH02Gene47313	151.56	154.24	8	10
PH02Gene22852	68.1	76.62	9	13
PH02Gene46998	57.53	58.07	15	16
PH02Gene33461	99.28	92.2	34	50
PH02Gene16113	93.5	94.04	6	9
PH02Gene33130	79.6	84.21	25	36
PH02Gene36696	121.21	114.66	30	41
PH02Gene37462	68.43	59.12	24	28
PH02Gene37061	103.19	103.19	2	3
PH02Gene07498	68.0	63.96	29	49
PH02Gene24360	59.39	64.61	7	9
PH02Gene17338	81.38	73.97	7	13
PH02Gene40344	61.91	66.83	74	110
PH02Gene41691	114.0	111.43	10	16
PH02Gene45504	76.48	76.48	2	2
PH02Gene50667	53.37	53.29	3	4
PH02Gene26446	101.17	87.4	151	211
PH02Gene40112	52.18	47.04	126	195
PH02Gene31846	46.45	42.9	3	3
PH02Gene00300	70.39	58.71	40	57
PH02Gene23166	167.27	190.04	5	7
PH02Gene09168	71.84	71.84	1	1
PH02Gene08161	115.87	128.58	31	39
PH02Gene24115	54.25	45.86	8	9
PH02Gene07663	111.12	111.12	1	1
PH02Gene24514	168.72	168.72	2	4
PH02Gene48812	172.64	160.19	8	16
PH02Gene24691	76.38	67.54	10	15
PH02Gene08463	56.76	52.56	55	88
PH02Gene27319	78.12	79.06	17	22
PH02Gene40587	157.04	131.26	40	65
PH02Gene39222	80.54	72.42	13	16
PH02Gene01675	45.09	32.68	5	6
PH02Gene28975	73.5	88.82	4	4
PH02Gene24414	111.32	111.32	1	2
PH02Gene39223	84.22	80.85	24	35
PH02Gene14944	104.9	93.3	79	125
PH02Gene40118	95.61	86.58	7	9
PH02Gene21556	122.8	122.8	2	2
PH02Gene43517	130.13	126.96	9	13
PH02Gene13930	66.12	57.76	8	11
PH02Gene10926	182.0	182.0	1	1
PH02Gene34591	52.8	52.8	2	6
PH02Gene24447	40.75	40.75	1	2
PH02Gene46577	93.62	94.0	9	11
PH02Gene39707	34.85	34.85	1	2
PH02Gene44768	169.78	169.78	2	3
PH02Gene26921	44.03	44.03	1	1
PH02Gene24563	39.72	27.03	3	5
PH02Gene14160	59.64	54.85	73	111
PH02Gene09674	68.61	44.96	6	9
PH02Gene10783	92.61	92.61	2	2
PH02Gene49698	67.55	69.67	5	5
PH02Gene00277	123.2	123.2	1	1
PH02Gene18400	106.31	109.26	24	34
PH02Gene44689	79.2	68.93	5	6
PH02Gene06824	93.06	81.04	11	19
PH02Gene36637	156.19	156.2	2	5
PH02Gene45389	72.05	65.3	513	752
PH02Gene15719	45.47	44.97	5	8
PH02Gene18890	207.12	215.14	3	4
PH02Gene46969	98.83	98.83	1	1
PH02Gene48020	40.96	40.96	1	6
PH02Gene11052	104.85	104.04	16	18
PH02Gene31264	82.83	72.53	16	21
PH02Gene19491	100.41	63.96	8	12
PH02Gene27764	82.13	78.9	19	28
PH02Gene28519	39.92	39.92	1	3
PH02Gene35650	129.11	122.04	5	5
PH02Gene28121	100.62	89.92	8	9
PH02Gene24060	45.65	42.53	6	8
PH02Gene18220	112.58	107.48	6	11
PH02Gene42938	43.11	43.11	2	2
PH02Gene28135	187.79	187.79	1	1
PH02Gene37365	70.39	61.37	68	100
PH02Gene22952	154.41	154.4	2	8
PH02Gene15171	304.78	304.78	1	1
PH02Gene01004	79.33	66.21	21	30
PH02Gene03615	76.86	61.72	18	20
PH02Gene28609	75.49	65.72	5	6
PH02Gene42366	64.15	58.18	198	277
PH02Gene06753	209.98	229.64	4	5
PH02Gene09448	134.82	151.77	6	7
PH02Gene07667	84.54	89.43	8	11
PH02Gene17466	81.2	78.26	6	11
PH02Gene00812	79.36	83.58	5	7
PH02Gene13340	59.32	59.32	1	1
PH02Gene41936	94.84	96.44	4	6
PH02Gene09764	88.24	98.8	10	13
PH02Gene23359	98.58	85.36	13	15
PH02Gene15405	58.06	51.32	46	61
PH02Gene03398	78.63	64.99	4	8
PH02Gene24504	107.57	101.5	6	7
PH02Gene13994	100.92	83.24	6	8
PH02Gene00625	51.89	49.56	400	538
PH02Gene20465	57.61	53.62	28	37
PH02Gene48509	79.83	79.83	2	2
PH02Gene05532	63.69	55.96	34	49
PH02Gene10215	136.21	140.96	3	3
PH02Gene37374	13.87	13.87	1	2
PH02Gene45012	103.84	96.99	14	19
PH02Gene44808	123.28	120.78	6	11
PH02Gene32352	69.27	66.85	4	6
PH02Gene01690	69.1	60.77	61	87
PH02Gene30943	105.66	92.6	24	34
PH02Gene00298	132.33	132.33	1	1
PH02Gene47003	41.81	37.16	4	5
PH02Gene30167	69.17	70.36	67	113
PH02Gene23666	59.26	57.21	52	72
PH02Gene41154	86.87	86.87	1	1
PH02Gene22600	67.2	67.2	1	1
PH02Gene29043	68.11	75.35	7	8
PH02Gene00333	47.35	47.35	1	3
PH02Gene32724	42.84	26.61	4	5
PH02Gene41094	61.91	62.11	55	78
PH02Gene02332	65.52	62.52	38	58
PH02Gene16630	84.6	68.28	86	127
PH02Gene14682	104.44	85.7	29	43
PH02Gene03519	94.69	76.5	10	18
PH02Gene31456	54.68	44.93	17	23
PH02Gene32056	57.63	37.77	20	33
PH02Gene15726	13.23	13.23	2	4
PH02Gene20048	87.47	71.93	20	25
PH02Gene17855	212.46	212.46	1	1
PH02Gene26126	129.11	105.96	29	39
PH02Gene12058	105.69	78.0	6	14
PH02Gene06553	61.94	61.94	1	1
PH02Gene03929	104.38	106.92	7	7
PH02Gene11834	88.08	90.74	17	25
PH02Gene09404	84.99	79.18	76	115
PH02Gene17325	67.0	47.64	10	16
PH02Gene44790	93.29	72.32	15	19
PH02Gene47110	118.59	118.6	2	3
PH02Gene28734	113.64	113.64	1	2
PH02Gene40308	56.58	49.22	324	456
PH02Gene09482	107.32	106.37	11	15
PH02Gene49497	74.88	77.64	3	4
PH02Gene37908	95.22	78.29	75	107
PH02Gene34994	75.22	66.8	19	24
PH02Gene44865	103.8	83.33	26	39
PH02Gene24211	134.93	127.0	8	16
PH02Gene02248	79.97	79.13	4	4
PH02Gene19979	58.35	58.27	8	11
PH02Gene26317	104.33	109.04	11	17
PH02Gene12008	64.21	63.74	8	11
PH02Gene27498	86.7	78.59	4	6
PH02Gene45347	84.83	89.53	10	14
PH02Gene35832	100.31	102.68	56	86
PH02Gene17617	235.0	235.0	1	1
PH02Gene17523	91.17	85.92	11	12
PH02Gene07506	84.85	77.3	17	24
PH02Gene33507	109.34	101.38	105	164
PH02Gene25082	140.5	132.69	6	8
PH02Gene39373	108.83	87.44	12	23
PH02Gene25310	70.74	58.37	97	148
PH02Gene13887	89.66	89.66	1	1
PH02Gene02930	102.94	101.41	12	15
PH02Gene19272	63.83	58.55	13	25
PH02Gene32021	54.39	42.59	9	12
PH02Gene50248	50.69	46.21	1236	1778
PH02Gene19448	125.47	117.28	3	4
PH02Gene12754	116.49	116.49	1	3
PH02Gene23028	68.81	60.0	4	4
PH02Gene04728	101.05	101.05	2	2
PH02Gene39519	111.82	93.48	17	28
PH02Gene13791	53.94	53.94	1	3
PH02Gene46320	78.96	78.96	1	1
PH02Gene29678	87.62	74.44	11	19
PH02Gene25820	128.27	124.61	14	37
PH02Gene38029	83.93	86.36	33	46
PH02Gene49601	206.09	180.56	3	4
PH02Gene40028	123.83	130.83	3	4
PH02Gene19426	53.87	24.34	8	9
PH02Gene13868	92.34	79.53	27	39
PH02Gene41690	67.44	58.44	3	4
PH02Gene28858	136.1	150.72	3	3
PH02Gene38418	83.59	50.21	22	30
PH02Gene36320	123.84	136.76	9	16
PH02Gene00565	66.0	66.0	1	4
PH02Gene08864	99.26	103.8	15	20
PH02Gene07820	165.08	165.08	1	1
PH02Gene42751	61.03	50.63	511	697
PH02Gene32948	231.56	231.56	1	1
PH02Gene14034	205.57	197.58	9	9
PH02Gene07466	114.01	106.58	20	25
PH02Gene35413	104.27	86.35	14	23
PH02Gene17219	195.33	201.5	7	11
PH02Gene28248	95.12	98.99	10	15
PH02Gene37395	68.61	68.61	1	1
PH02Gene22187	88.76	76.19	52	66
PH02Gene08283	85.5	97.24	4	5
PH02Gene08757	87.07	89.67	5	6
PH02Gene31823	29.04	29.04	1	1
PH02Gene48926	107.19	111.1	3	3
PH02Gene05768	108.83	113.5	7	10
PH02Gene07341	61.12	71.07	9	11
PH02Gene21293	33.97	33.97	2	7
PH02Gene42453	86.56	87.04	13	20
PH02Gene04255	97.38	97.38	2	3
PH02Gene04031	105.21	116.02	4	4
PH02Gene19634	118.5	118.5	2	4
PH02Gene48467	153.3	132.51	8	16
PH02Gene43785	156.42	156.42	2	2
PH02Gene17951	20.07	20.07	1	1
PH02Gene35625	67.32	61.84	106	160
PH02Gene30414	139.97	113.65	6	8
PH02Gene26458	62.11	53.29	261	387
PH02Gene39505	41.92	41.92	1	1
PH02Gene30109	95.19	77.71	26	39
PH02Gene29248	150.72	132.04	3	3
PH02Gene35375	85.66	59.21	3	3
PH02Gene37618	99.43	99.72	12	24
PH02Gene45638	86.85	57.14	5	12
PH02Gene23581	61.02	64.72	4	9
PH02Gene13154	68.19	63.6	6	9
PH02Gene33264	70.42	60.18	92	143
PH02Gene31451	174.0	174.0	1	3
PH02Gene29162	65.51	65.86	11	13
PH02Gene32154	57.69	51.56	3	5
PH02Gene33427	57.48	48.88	189	269
PH02Gene44125	138.26	169.38	3	4
PH02Gene44997	90.15	77.02	22	32
PH02Gene01493	99.96	113.48	6	11
PH02Gene01588	103.79	103.79	1	2
PH02Gene19123	44.58	44.58	1	1
PH02Gene04069	76.96	73.22	8	12
PH02Gene17834	179.56	179.56	1	1
PH02Gene11928	72.05	72.05	1	1
PH02Gene34165	66.07	62.6	4	6
PH02Gene19611	75.65	68.8	30	45
PH02Gene03271	219.41	187.81	3	4
PH02Gene26856	51.99	51.71	9	11
PH02Gene18200	59.81	59.81	1	3
PH02Gene21834	93.99	86.19	17	27
PH02Gene00402	118.56	88.44	7	10
PH02Gene46575	71.57	59.15	5	8
PH02Gene47633	101.84	70.56	9	12
PH02Gene45888	86.94	82.31	23	29
PH02Gene14734	92.76	98.46	17	27
PH02Gene26297	162.35	146.67	7	8
PH02Gene46457	65.44	59.58	6	9
PH02Gene33156	137.05	137.05	1	1
PH02Gene13393	90.14	89.1	16	25
PH02Gene00135	100.66	90.03	11	16
PH02Gene21500	63.41	78.64	5	9
PH02Gene33031	109.42	96.84	13	14
PH02Gene36573	80.69	76.24	62	86
PH02Gene09192	76.04	82.52	14	23
PH02Gene46806	104.65	102.56	9	17
PH02Gene29334	78.38	73.17	31	53
PH02Gene11324	69.79	62.2	23	35
PH02Gene36886	86.95	56.77	11	16
PH02Gene30646	96.33	93.06	4	4
PH02Gene26830	66.47	64.58	20	25
PH02Gene43481	57.57	57.58	2	4
PH02Gene43343	97.16	103.33	42	60
PH02Gene42493	41.49	32.0	3	4
PH02Gene10764	78.04	71.96	56	93
PH02Gene07544	82.04	77.85	11	14
PH02Gene07685	123.52	58.87	5	10
PH02Gene25446	92.14	78.96	111	156
PH02Gene01762	215.92	215.92	1	1
PH02Gene07163	142.55	138.14	6	8
PH02Gene23336	58.61	53.4	7	17
PH02Gene03151	75.94	69.26	70	99
PH02Gene33184	70.01	68.2	16	21
PH02Gene13407	144.45	144.45	2	2
PH02Gene38307	81.71	77.92	5	5
PH02Gene13543	164.1	164.1	2	2
PH02Gene39488	102.24	83.79	7	11
PH02Gene35046	53.75	51.32	6	12
PH02Gene22009	64.71	63.24	4	4
PH02Gene14215	67.65	64.72	10	17
PH02Gene00700	128.31	115.39	9	16
PH02Gene31355	43.1	43.1	1	1
PH02Gene21116	79.79	79.79	2	3
PH02Gene35206	93.82	88.36	3	3
PH02Gene39115	63.03	63.4	4	9
PH02Gene34527	136.85	127.22	11	19
PH02Gene11555	97.88	105.29	27	42
PH02Gene38428	59.5	68.54	3	3
PH02Gene33263	101.76	70.0	7	7
PH02Gene35533	57.73	56.83	78	123
PH02Gene09919	105.08	88.1	8	10
PH02Gene35825	76.39	51.8	12	15
PH02Gene05694	173.73	187.38	4	7
PH02Gene38775	77.46	89.31	3	4
PH02Gene38420	115.06	108.65	72	113
PH02Gene14491	83.84	81.0	51	77
PH02Gene02229	165.44	131.23	9	13
PH02Gene34775	104.78	104.78	1	2
PH02Gene29053	133.72	152.92	7	8
PH02Gene02989	76.95	65.22	85	123
PH02Gene43601	103.24	104.41	37	54
PH02Gene09267	151.66	129.87	6	10
PH02Gene11919	100.77	110.7	15	22
PH02Gene48170	117.74	116.9	7	12
PH02Gene43473	107.2	72.86	10	15
PH02Gene02878	77.16	89.54	23	35
PH02Gene27192	144.91	144.91	1	2
PH02Gene02667	132.31	136.77	3	6
PH02Gene24808	73.85	67.03	52	75
PH02Gene13837	66.89	63.56	172	257
PH02Gene35170	98.34	94.1	4	7
PH02Gene18190	80.83	31.76	9	11
PH02Gene18046	91.93	82.2	159	224
PH02Gene08690	64.73	60.06	242	346
PH02Gene18588	188.38	188.38	1	1
PH02Gene15140	107.77	107.77	1	3
PH02Gene09690	106.17	111.48	5	8
PH02Gene21949	83.85	79.22	12	19
PH02Gene07807	67.09	45.5	9	11
PH02Gene07816	85.51	81.54	30	47
PH02Gene02578	73.41	74.46	27	45
PH02Gene08671	103.11	84.74	96	139
PH02Gene46546	79.65	79.96	5	6
PH02Gene07861	105.36	109.15	4	8
PH02Gene49010	74.97	74.97	1	1
PH02Gene29868	72.83	68.62	14	24
PH02Gene20790	53.96	53.96	1	3
PH02Gene46620	159.3	149.94	28	35
PH02Gene18229	110.86	113.23	8	9
PH02Gene05325	128.63	120.75	9	14
PH02Gene33755	169.29	157.66	8	13
PH02Gene03963	104.27	107.68	20	25
PH02Gene13086	75.19	84.71	10	16
PH02Gene40346	104.44	110.76	34	47
PH02Gene48772	72.74	72.74	1	3
PH02Gene33201	97.56	89.8	26	35
PH02Gene21994	86.61	65.6	8	19
PH02Gene14125	113.13	113.13	1	1
PH02Gene12011	89.62	63.95	11	17
PH02Gene18117	104.3	105.05	8	13
PH02Gene10469	52.66	47.44	16	18
PH02Gene13851	95.28	101.45	4	6
PH02Gene41858	58.35	53.04	23	33
PH02Gene29656	124.14	124.14	2	3
PH02Gene43958	97.66	80.7	19	25
PH02Gene01249	214.55	214.55	1	1
PH02Gene08904	70.66	69.5	48	66
PH02Gene24401	61.85	52.14	131	250
PH02Gene01644	118.91	103.04	5	5
PH02Gene42038	175.49	160.56	4	6
PH02Gene14532	52.19	53.36	5	5
PH02Gene30560	49.13	45.41	10	13
PH02Gene24266	87.32	87.32	2	2
PH02Gene48411	102.54	103.48	7	9
PH02Gene46242	91.41	69.52	18	28
PH02Gene40615	62.17	46.0	3	4
PH02Gene50636	130.64	130.64	1	1
PH02Gene46214	193.68	193.68	2	2
PH02Gene08220	73.15	68.28	23	36
PH02Gene30665	123.7	121.22	3	6
PH02Gene16968	55.67	51.24	22	38
PH02Gene45725	104.15	104.15	1	1
PH02Gene03917	47.64	43.0	139	200
PH02Gene09042	81.95	91.45	8	15
PH02Gene19618	82.37	82.8	42	59
PH02Gene19134	86.93	88.61	4	5
PH02Gene05303	84.14	83.03	610	840
PH02Gene20469	77.95	78.2	30	45
PH02Gene09616	85.23	81.54	152	233
PH02Gene11542	79.37	78.23	3	4
PH02Gene37401	79.59	71.6	78	127
PH02Gene14382	47.27	47.27	1	1
PH02Gene20977	128.32	128.32	1	1
PH02Gene47355	89.88	69.97	6	10
PH02Gene37438	98.72	71.5	5	9
PH02Gene12967	46.17	46.17	1	1
PH02Gene07202	77.01	77.63	6	11
PH02Gene11556	73.94	67.97	13	18
PH02Gene36379	84.98	70.11	8	12
PH02Gene11318	93.51	80.88	14	18
PH02Gene50856	44.39	44.39	1	1
PH02Gene27586	86.09	79.6	8	12
PH02Gene10020	94.45	82.4	6	11
PH02Gene48139	139.36	139.36	1	1
PH02Gene30853	130.43	115.75	10	16
PH02Gene36823	125.49	121.82	6	8
PH02Gene32393	100.64	90.19	18	27
PH02Gene12449	71.76	57.28	46	65
PH02Gene02108	63.05	53.97	15	22
PH02Gene11051	63.62	56.4	388	550
PH02Gene38206	147.36	147.36	2	3
PH02Gene27595	72.87	58.72	9	18
PH02Gene26829	83.12	70.97	13	19
PH02Gene07735	106.8	78.19	7	9
PH02Gene24756	81.14	74.55	17	22
PH02Gene22837	83.7	82.58	70	107
PH02Gene03172	60.13	53.89	364	502
PH02Gene15865	55.45	50.02	3	4
PH02Gene02052	64.46	64.46	1	1
PH02Gene38319	95.53	101.32	4	4
PH02Gene26316	141.23	141.23	2	4
PH02Gene48077	42.74	42.74	1	1
PH02Gene50103	109.85	98.38	4	4
PH02Gene00330	68.58	56.87	8	12
PH02Gene46838	124.88	132.62	11	14
PH02Gene42215	153.55	101.07	7	10
PH02Gene07137	199.73	199.73	2	3
PH02Gene15517	96.26	110.55	3	3
PH02Gene05677	113.8	113.8	1	2
PH02Gene18010	83.04	109.0	7	8
PH02Gene37062	119.86	109.68	4	5
PH02Gene06235	82.63	90.14	3	4
PH02Gene21918	50.33	50.32	2	5
PH02Gene46386	96.24	92.64	71	99
PH02Gene14954	61.01	46.64	22	28
PH02Gene25105	22.67	22.67	1	1
PH02Gene13856	58.74	61.12	3	4
PH02Gene29168	50.0	50.0	1	1
PH02Gene40264	71.93	68.1	52	76
PH02Gene38285	219.5	219.5	1	1
PH02Gene24604	93.2	81.2	11	17
PH02Gene01034	57.9	52.45	29	46
PH02Gene19657	70.09	57.47	4	6
PH02Gene18377	259.81	259.81	1	2
PH02Gene12448	49.01	48.85	3	5
PH02Gene41823	100.02	88.84	4	7
PH02Gene04531	117.88	107.44	44	51
PH02Gene47790	127.25	127.24	2	2
PH02Gene06168	102.13	96.5	9	12
PH02Gene29712	70.0	70.0	1	1
PH02Gene05784	74.35	75.96	15	20
PH02Gene25260	77.59	70.04	21	38
PH02Gene26113	71.72	64.46	17	22
PH02Gene37561	65.33	73.17	7	11
PH02Gene50607	117.94	106.23	47	67
PH02Gene49243	202.44	243.96	3	3
PH02Gene26744	60.42	58.26	31	45
PH02Gene40297	64.81	58.24	47	77
PH02Gene21051	96.91	96.9	2	6
PH02Gene24787	51.97	47.63	259	348
PH02Gene44626	74.87	78.64	3	6
PH02Gene00177	81.19	69.86	23	31
PH02Gene24079	65.8	46.78	3	5
PH02Gene23165	5.25	5.25	1	1
PH02Gene39785	68.38	66.56	20	31
PH02Gene06463	108.29	109.32	3	4
PH02Gene08209	92.44	85.97	39	55
PH02Gene12005	134.76	151.1	3	3
PH02Gene46646	96.31	84.08	25	35
PH02Gene12111	90.18	72.12	5	6
PH02Gene00647	44.68	46.56	12	16
PH02Gene30380	42.26	42.26	1	1
PH02Gene10465	80.37	81.2	20	27
PH02Gene35476	52.41	64.54	3	4
PH02Gene13988	52.18	47.14	10	11
PH02Gene00863	113.29	97.05	7	10
PH02Gene38359	198.56	198.56	2	4
PH02Gene39392	69.19	89.07	3	4
PH02Gene36822	145.61	145.61	2	3
PH02Gene48451	108.04	108.04	2	3
PH02Gene15333	128.09	129.56	23	39
PH02Gene42686	17.85	17.85	2	2
PH02Gene25185	155.15	155.15	2	3
PH02Gene32946	25.4	25.4	1	1
PH02Gene21769	109.92	83.11	19	29
PH02Gene33272	74.21	74.21	1	3
PH02Gene01245	73.85	78.35	9	15
PH02Gene13759	76.43	67.08	8	17
PH02Gene38282	66.31	55.0	13	24
PH02Gene27139	105.8	92.22	10	12
PH02Gene39189	89.2	53.18	29	32
PH02Gene00852	120.13	146.71	3	6
PH02Gene42312	77.31	70.11	205	272
PH02Gene16860	68.2	70.66	12	13
PH02Gene02263	75.96	75.96	1	1
PH02Gene40251	126.59	128.37	3	4
PH02Gene35157	94.26	94.26	1	2
PH02Gene21654	183.2	189.85	3	6
PH02Gene31176	71.79	68.37	3	3
PH02Gene28002	100.05	107.36	4	4
PH02Gene40888	148.79	150.26	6	9
PH02Gene50664	70.67	64.7	4	5
PH02Gene41007	88.31	88.04	20	30
PH02Gene18527	64.18	55.37	22	31
PH02Gene30662	74.92	74.46	8	10
PH02Gene24659	78.16	66.33	8	10
PH02Gene23653	161.03	161.03	1	1
PH02Gene03376	103.3	102.31	57	86
PH02Gene32163	151.0	134.58	13	21
PH02Gene48300	95.96	80.76	20	30
PH02Gene22645	73.87	63.8	74	116
PH02Gene06652	62.3	53.86	539	804
PH02Gene32241	105.88	103.5	5	8
PH02Gene11373	117.31	111.0	8	14
PH02Gene36808	66.4	64.04	81	115
PH02Gene27990	75.54	69.17	544	759
PH02Gene25489	50.13	48.31	4	9
PH02Gene24530	108.72	119.35	3	4
PH02Gene47290	106.99	106.99	2	4
PH02Gene39249	105.33	92.82	4	7
PH02Gene18834	75.48	40.42	3	4
PH02Gene12078	189.07	189.07	1	2
PH02Gene47212	88.56	71.62	13	19
PH02Gene18385	84.37	77.0	22	33
PH02Gene32787	88.47	80.6	15	21
PH02Gene30409	69.17	68.92	9	10
PH02Gene22940	164.22	191.61	3	5
PH02Gene13038	66.92	61.81	310	450
PH02Gene03932	208.26	208.26	1	3
PH02Gene09262	106.99	103.63	6	9
PH02Gene48676	63.03	49.71	7	9
PH02Gene25277	54.39	50.62	20	32
PH02Gene05008	84.48	97.0	3	3
PH02Gene33240	133.03	160.12	4	6
PH02Gene33301	65.29	59.59	6	8
PH02Gene04006	64.62	61.88	7	11
PH02Gene18175	107.21	88.21	31	51
PH02Gene12690	71.01	30.28	5	7
PH02Gene06675	113.68	84.04	6	11
PH02Gene25011	86.97	84.92	30	47
PH02Gene14019	143.6	143.6	2	2
PH02Gene32429	64.26	64.8	32	45
PH02Gene36490	84.84	90.48	3	8
PH02Gene03070	27.03	27.03	1	1
PH02Gene24331	156.0	156.0	1	2
PH02Gene20577	95.02	87.56	10	15
PH02Gene28360	85.19	60.14	6	9
PH02Gene38967	48.51	48.51	1	1
PH02Gene45187	146.74	136.34	16	21
PH02Gene16910	55.11	51.93	6	12
PH02Gene49294	66.85	55.0	33	44
PH02Gene42833	90.24	82.77	12	15
PH02Gene39889	127.76	146.65	25	43
PH02Gene20137	174.03	174.02	2	4
PH02Gene15434	51.18	45.24	117	165
PH02Gene31510	91.6	71.0	5	10
PH02Gene20745	89.73	92.22	48	68
PH02Gene47666	81.29	77.27	23	31
PH02Gene27281	116.53	116.53	2	2
PH02Gene23872	99.73	79.31	10	20
PH02Gene36756	94.54	109.22	4	7
PH02Gene12365	30.9	38.68	3	4
PH02Gene13635	67.24	61.62	11	19
PH02Gene21621	97.96	98.59	16	26
PH02Gene14224	65.85	65.85	2	5
PH02Gene32910	64.46	64.46	2	3
PH02Gene35248	71.67	63.71	201	297
PH02Gene15961	65.65	60.22	5	7
PH02Gene09446	134.88	134.88	1	3
PH02Gene37319	56.3	56.3	1	1
PH02Gene50616	116.46	100.89	8	12
PH02Gene13168	101.3	82.37	3	6
PH02Gene31426	74.55	64.68	14	22
PH02Gene33426	91.78	97.99	18	27
PH02Gene50390	69.68	63.66	32	55
PH02Gene13652	89.46	85.18	48	70
PH02Gene06006	98.75	104.62	14	20
PH02Gene27841	32.14	32.14	2	2
PH02Gene06888	60.35	57.89	29	45
PH02Gene16416	80.28	73.12	52	81
PH02Gene39875	87.52	81.37	85	130
PH02Gene28158	146.97	146.96	2	4
PH02Gene36190	103.19	110.71	12	17
PH02Gene27574	84.93	58.93	41	64
PH02Gene17970	60.15	60.15	1	4
PH02Gene47335	172.89	150.44	5	7
PH02Gene39041	61.71	56.14	28	36
PH02Gene34956	64.32	58.0	59	76
PH02Gene35232	135.42	128.88	12	18
PH02Gene01732	97.96	106.12	33	40
PH02Gene19994	135.76	116.86	6	11
PH02Gene10332	89.21	89.21	2	3
PH02Gene34989	115.51	110.99	14	21
PH02Gene02441	97.19	95.88	44	58
PH02Gene16852	111.55	115.24	44	58
PH02Gene34223	77.15	54.97	8	11
PH02Gene43429	70.58	77.82	4	8
