geneid	mean_length	median_length	polya_reads_num	count
PH02Gene03339	100.06	86.43	24	34
PH02Gene09790	92.33	63.24	8	13
PH02Gene02276	170.17	164.39	6	9
PH02Gene08851	65.63	64.03	18	25
PH02Gene29465	161.75	161.76	2	5
PH02Gene06367	86.71	81.98	8	16
PH02Gene24995	82.67	71.04	128	180
PH02Gene03175	86.16	78.81	71	99
PH02Gene19019	62.61	62.61	1	2
PH02Gene43964	41.02	36.17	3	4
PH02Gene30506	53.47	59.9	21	34
PH02Gene50479	85.41	84.9	10	12
PH02Gene33602	86.04	96.22	15	22
PH02Gene29184	106.13	103.9	3	5
PH02Gene40312	48.12	48.12	2	6
PH02Gene32642	152.51	189.95	8	14
PH02Gene36876	101.67	76.47	15	22
PH02Gene03266	92.75	79.84	3	4
PH02Gene50069	69.93	60.42	238	338
PH02Gene42571	97.8	117.76	13	18
PH02Gene05467	111.52	102.54	29	39
PH02Gene40169	79.06	72.0	16	25
PH02Gene40570	88.83	80.06	18	23
PH02Gene12991	95.87	100.58	23	31
PH02Gene31528	105.92	98.82	46	66
PH02Gene49123	111.21	41.96	3	4
PH02Gene34890	77.64	76.41	81	123
PH02Gene29805	76.42	71.1	123	166
PH02Gene37190	216.71	228.01	4	5
PH02Gene21446	83.83	71.65	6	10
PH02Gene04324	76.87	77.83	14	22
PH02Gene45535	233.77	233.77	2	2
PH02Gene45947	98.69	102.89	46	53
PH02Gene50522	66.13	66.13	1	1
PH02Gene12959	166.65	166.65	2	4
PH02Gene22589	109.16	115.97	5	8
PH02Gene27126	100.44	89.1	5	10
PH02Gene22157	89.22	98.42	9	10
PH02Gene25225	76.3	79.92	11	15
PH02Gene41788	72.11	64.5	85	116
PH02Gene36141	86.13	86.13	2	5
PH02Gene22912	106.32	106.32	1	1
PH02Gene07972	184.43	196.97	4	5
PH02Gene21764	134.07	138.02	12	22
PH02Gene24058	93.42	93.42	1	1
PH02Gene11278	25.74	25.74	1	1
PH02Gene42312	92.55	86.74	253	376
PH02Gene02768	55.08	55.08	2	3
PH02Gene35287	101.55	86.9	3	5
PH02Gene48172	145.27	126.06	12	18
PH02Gene08836	111.54	111.54	1	1
PH02Gene01886	205.4	205.4	2	3
PH02Gene19963	78.57	80.15	36	45
PH02Gene00647	72.58	72.91	45	67
PH02Gene34685	151.7	151.7	1	1
PH02Gene13388	77.94	77.94	2	5
PH02Gene27878	53.24	39.18	10	16
PH02Gene49916	92.6	87.32	8	14
PH02Gene06570	103.79	101.41	4	6
PH02Gene10250	111.31	85.06	6	10
PH02Gene09959	159.03	157.91	12	18
PH02Gene38970	84.63	80.17	36	57
PH02Gene46117	117.41	92.56	49	71
PH02Gene04219	183.83	180.92	4	7
PH02Gene40729	61.61	71.54	17	33
PH02Gene41515	95.45	81.11	50	62
PH02Gene43536	100.67	96.76	16	25
PH02Gene08970	80.38	82.8	4	8
PH02Gene07929	188.41	179.56	4	4
PH02Gene26336	115.48	112.28	8	14
PH02Gene15366	76.78	76.78	2	5
PH02Gene40464	48.87	42.34	8	20
PH02Gene39207	75.47	63.16	8	14
PH02Gene47065	178.78	175.54	4	4
PH02Gene00239	60.03	60.04	2	4
PH02Gene07249	81.7	74.94	164	237
PH02Gene06392	76.19	67.48	11	20
PH02Gene19094	198.67	238.92	13	19
PH02Gene36070	142.36	124.3	38	55
PH02Gene47286	83.6	93.68	8	12
PH02Gene02048	95.04	66.41	3	4
PH02Gene29754	103.13	89.15	19	28
PH02Gene38648	72.75	67.22	15	26
PH02Gene02684	139.98	121.36	18	28
PH02Gene35808	130.67	143.62	4	9
PH02Gene06108	137.04	145.04	33	55
PH02Gene35733	81.85	78.74	53	80
PH02Gene27287	104.05	110.28	5	9
PH02Gene35591	142.04	142.04	1	1
PH02Gene33616	74.18	82.59	27	33
PH02Gene09773	88.62	88.62	2	2
PH02Gene32437	91.34	93.46	48	72
PH02Gene48728	69.82	69.82	2	7
PH02Gene00719	98.23	98.23	2	4
PH02Gene16634	217.56	217.56	1	1
PH02Gene22147	106.05	102.12	35	50
PH02Gene48637	119.96	110.81	15	23
PH02Gene33354	38.97	41.36	6	8
PH02Gene06129	97.24	89.52	19	29
PH02Gene25152	73.23	73.23	1	1
PH02Gene31273	74.13	72.5	134	184
PH02Gene06358	290.42	290.42	1	1
PH02Gene35586	99.89	92.46	120	168
PH02Gene04103	97.0	89.9	42	63
PH02Gene03530	66.54	46.78	9	16
PH02Gene00053	178.2	152.92	10	14
PH02Gene23644	105.87	131.31	5	9
PH02Gene00561	67.65	70.25	9	14
PH02Gene03621	64.59	59.8	1377	1956
PH02Gene13014	70.47	64.13	363	509
PH02Gene24846	79.87	77.71	5	8
PH02Gene46294	74.16	66.29	33	46
PH02Gene03461	131.65	131.65	2	4
PH02Gene33848	165.69	137.28	12	15
PH02Gene05870	83.91	94.56	4	5
PH02Gene40188	207.19	207.19	1	2
PH02Gene05961	131.4	113.48	20	26
PH02Gene01771	135.86	130.87	26	37
PH02Gene34000	87.38	76.11	148	189
PH02Gene49737	92.01	88.12	33	46
PH02Gene37824	67.77	70.44	80	102
PH02Gene49580	90.86	90.86	2	2
PH02Gene06286	82.62	69.76	7	13
PH02Gene25134	344.42	344.42	2	3
PH02Gene25666	31.85	31.85	2	3
PH02Gene19257	77.3	72.96	12	18
PH02Gene37565	58.42	57.92	34	50
PH02Gene21350	61.82	61.31	35	46
PH02Gene10253	106.56	100.92	18	29
PH02Gene29878	87.18	69.03	14	31
PH02Gene34994	80.44	78.0	19	28
PH02Gene43199	120.39	126.77	12	17
PH02Gene05356	101.07	100.85	37	57
PH02Gene03277	85.6	86.63	11	17
PH02Gene34768	123.3	109.79	29	39
PH02Gene22400	93.88	93.88	1	1
PH02Gene03627	179.19	203.67	3	4
PH02Gene04036	99.95	103.63	15	21
PH02Gene02895	112.6	97.26	94	127
PH02Gene03731	33.95	33.94	2	2
PH02Gene30214	220.94	250.28	3	8
PH02Gene14361	149.57	114.38	10	13
PH02Gene20734	152.71	150.63	19	29
PH02Gene29162	76.79	86.56	20	27
PH02Gene23508	91.37	74.61	12	19
PH02Gene30788	64.25	62.96	35	56
PH02Gene45062	115.16	82.39	15	24
PH02Gene12921	88.55	80.19	169	260
PH02Gene38219	239.22	242.06	4	4
PH02Gene19272	64.52	68.94	12	17
PH02Gene32613	74.08	79.18	16	22
PH02Gene36184	206.73	211.83	3	6
PH02Gene12607	97.97	84.21	7	13
PH02Gene29056	104.79	99.83	42	53
PH02Gene43889	120.37	120.86	4	5
PH02Gene27643	109.32	119.81	23	37
PH02Gene10263	110.26	123.0	3	7
PH02Gene25444	102.33	102.74	48	66
PH02Gene37480	72.28	58.97	14	23
PH02Gene29876	109.07	101.32	10	17
PH02Gene08281	139.94	142.12	18	31
PH02Gene01710	85.5	77.5	21	31
PH02Gene38220	87.65	87.3	4	5
PH02Gene30778	82.85	79.45	124	188
PH02Gene05082	96.36	91.56	7	10
PH02Gene02437	178.31	196.3	3	4
PH02Gene22940	84.18	74.7	7	8
PH02Gene16650	137.51	137.51	2	4
PH02Gene31424	155.19	95.6	8	13
PH02Gene13325	90.31	88.07	43	60
PH02Gene03275	110.79	98.45	10	14
PH02Gene32365	160.8	147.42	18	31
PH02Gene33953	18.23	18.24	2	3
PH02Gene31253	174.33	174.36	10	16
PH02Gene27573	91.39	87.58	192	285
PH02Gene34263	82.99	80.44	3	5
PH02Gene01999	71.53	77.17	15	21
PH02Gene40769	86.21	82.54	5	6
PH02Gene36438	99.28	85.57	71	98
PH02Gene13941	85.05	79.55	17	23
PH02Gene36481	79.82	70.84	117	178
PH02Gene28527	72.41	71.24	35	43
PH02Gene39464	78.79	78.79	1	2
PH02Gene31390	183.91	218.02	4	6
PH02Gene02034	97.39	82.11	33	42
PH02Gene17204	73.7	84.48	35	41
PH02Gene03523	78.31	82.36	8	12
PH02Gene32652	80.99	73.91	66	92
PH02Gene48027	127.55	98.35	3	6
PH02Gene30011	78.81	78.81	1	1
PH02Gene40308	68.18	66.44	312	457
PH02Gene29824	137.93	139.28	9	18
PH02Gene18020	55.9	55.9	1	1
PH02Gene26008	146.6	127.92	3	5
PH02Gene05091	140.49	129.53	10	18
PH02Gene36546	99.43	92.44	5	9
PH02Gene41880	50.04	49.94	6	6
PH02Gene23114	156.09	152.52	5	6
PH02Gene49481	108.37	117.19	17	24
PH02Gene13238	48.58	48.58	1	1
PH02Gene01034	88.82	86.43	27	41
PH02Gene10644	68.31	60.97	107	143
PH02Gene28432	217.48	206.03	3	3
PH02Gene36442	201.85	206.0	12	15
PH02Gene34323	88.51	77.19	142	202
PH02Gene21480	100.44	105.0	7	14
PH02Gene11072	90.29	89.36	14	14
PH02Gene15726	135.86	175.46	7	11
PH02Gene24152	156.7	164.81	47	72
PH02Gene06272	78.69	83.02	22	35
PH02Gene20871	156.74	151.76	23	36
PH02Gene04584	90.29	86.62	78	119
PH02Gene48665	70.33	82.16	14	19
PH02Gene40972	91.84	82.18	230	334
PH02Gene35174	190.96	202.0	12	17
PH02Gene47444	110.47	119.64	9	24
PH02Gene40747	173.11	173.11	2	2
PH02Gene17136	62.67	57.0	175	234
PH02Gene24180	124.94	120.99	32	44
PH02Gene19754	78.2	74.0	54	81
PH02Gene07590	85.16	73.07	17	27
PH02Gene04731	66.72	60.04	164	231
PH02Gene34376	171.66	171.66	1	1
PH02Gene01266	140.59	143.33	3	3
PH02Gene38860	46.19	41.61	3	4
PH02Gene49239	135.12	135.12	1	3
PH02Gene06193	95.98	95.4	28	49
PH02Gene15698	76.12	88.46	10	16
PH02Gene00961	116.08	62.1	5	7
PH02Gene26372	227.27	229.9	6	10
PH02Gene42768	63.15	59.15	152	201
PH02Gene25691	78.18	92.71	3	5
PH02Gene19338	100.08	100.08	2	2
PH02Gene23673	120.89	120.89	2	2
PH02Gene37155	74.99	71.84	186	276
PH02Gene12835	204.5	199.44	21	31
PH02Gene43691	80.53	57.0	6	9
PH02Gene14346	134.89	137.72	26	34
PH02Gene37445	88.54	90.12	16	19
PH02Gene23629	95.27	95.1	27	35
PH02Gene14318	92.41	63.83	5	12
PH02Gene22128	107.94	107.94	2	2
PH02Gene17797	118.84	111.08	7	11
PH02Gene36836	66.43	66.43	1	2
PH02Gene21244	79.44	72.3	35	46
PH02Gene38029	126.58	130.14	32	60
PH02Gene24798	60.1	60.1	2	4
PH02Gene08283	44.56	44.44	4	4
PH02Gene08748	158.0	141.48	9	12
PH02Gene01783	157.51	180.59	7	10
PH02Gene07857	134.07	142.96	11	14
PH02Gene05757	67.16	56.97	37	47
PH02Gene34654	82.96	81.16	6	7
PH02Gene27262	68.67	53.23	6	10
PH02Gene11395	124.75	130.86	22	36
PH02Gene04021	106.15	108.94	11	16
PH02Gene22806	190.82	187.0	231	328
PH02Gene25854	221.84	211.4	4	5
PH02Gene17950	146.02	159.66	8	13
PH02Gene02153	79.42	79.42	1	3
PH02Gene33263	116.34	94.37	7	11
PH02Gene00333	134.54	170.34	3	3
PH02Gene26860	63.33	53.04	39	57
PH02Gene03538	137.23	137.23	2	4
PH02Gene37152	103.54	98.15	9	11
PH02Gene05225	76.5	76.5	1	1
PH02Gene03051	124.7	123.59	7	8
PH02Gene02371	75.54	74.86	137	209
PH02Gene05647	89.68	87.74	17	21
PH02Gene36773	84.37	86.96	12	15
PH02Gene34498	162.19	137.54	13	14
PH02Gene18441	89.07	77.5	4	5
PH02Gene14159	70.6	62.82	368	511
PH02Gene13997	248.33	248.33	1	2
PH02Gene48989	52.28	47.16	132	196
PH02Gene27929	87.05	84.8	22	33
PH02Gene03814	128.79	132.25	9	14
PH02Gene10269	99.2	106.52	20	33
PH02Gene10649	156.75	165.08	6	9
PH02Gene17971	117.15	111.77	33	48
PH02Gene17128	112.96	120.35	4	4
PH02Gene37590	112.72	98.1	7	11
PH02Gene43035	107.91	98.56	72	109
PH02Gene22242	50.97	42.17	9	15
PH02Gene12125	109.57	109.57	1	1
PH02Gene36802	74.3	70.68	86	115
PH02Gene10118	142.51	156.15	8	16
PH02Gene06664	133.31	133.31	1	1
PH02Gene30531	141.37	135.49	6	9
PH02Gene03460	137.73	151.08	4	7
PH02Gene44677	144.78	161.26	6	9
PH02Gene36730	94.89	73.56	8	11
PH02Gene07430	58.39	51.46	33	46
PH02Gene40837	45.28	24.83	3	4
PH02Gene10323	85.06	63.9	24	36
PH02Gene43743	83.13	83.35	12	13
PH02Gene00865	79.21	75.82	8	12
PH02Gene27719	102.61	102.61	1	1
PH02Gene03509	162.91	153.27	10	10
PH02Gene07762	64.08	58.69	11	15
PH02Gene41492	61.66	53.18	5	7
PH02Gene42043	128.68	134.67	8	12
PH02Gene28136	144.22	129.43	13	17
PH02Gene12763	95.14	94.59	72	111
PH02Gene39022	187.14	187.14	2	3
PH02Gene06568	127.49	133.92	8	11
PH02Gene10942	95.29	77.96	3	5
PH02Gene10961	154.93	154.93	1	2
PH02Gene10748	141.36	145.04	9	11
PH02Gene16995	35.5	33.22	3	5
PH02Gene09267	127.29	131.36	13	16
PH02Gene07556	83.13	78.2	30	41
PH02Gene31632	122.77	120.21	26	37
PH02Gene08008	86.51	46.05	15	30
PH02Gene43463	82.22	86.03	14	27
PH02Gene06424	115.98	105.48	88	114
PH02Gene37021	117.75	126.23	6	7
PH02Gene17835	168.73	168.73	2	2
PH02Gene13213	146.8	121.96	10	12
PH02Gene42971	73.48	68.23	6	8
PH02Gene31684	83.02	82.2	6	7
PH02Gene37245	79.15	81.56	7	11
PH02Gene44598	79.8	79.8	1	1
PH02Gene44339	209.77	209.77	2	4
PH02Gene30706	114.14	108.38	28	38
PH02Gene00942	201.19	211.71	3	4
PH02Gene08402	63.42	50.86	13	15
PH02Gene11932	89.73	89.28	13	16
PH02Gene10733	179.72	179.72	1	2
PH02Gene07507	105.58	108.8	6	10
PH02Gene11648	118.17	126.36	38	51
PH02Gene14663	75.45	72.04	94	117
PH02Gene13235	220.93	204.5	4	5
PH02Gene16667	109.15	112.22	22	29
PH02Gene40542	80.76	80.76	1	2
PH02Gene03581	68.39	69.38	3	3
PH02Gene17901	75.48	72.74	55	79
PH02Gene10224	67.02	65.56	28	36
PH02Gene14400	80.28	79.06	49	68
PH02Gene37045	97.19	99.05	4	8
PH02Gene36975	97.26	106.48	9	11
PH02Gene18928	107.68	107.68	1	3
PH02Gene38460	106.57	112.96	5	9
PH02Gene06130	122.99	103.56	17	26
PH02Gene00783	88.89	97.64	5	7
PH02Gene33954	59.31	58.54	36	55
PH02Gene44946	108.44	101.43	19	24
PH02Gene41058	105.22	127.76	5	8
PH02Gene28060	24.86	24.86	1	1
PH02Gene25892	184.62	184.62	2	3
PH02Gene09335	94.29	94.55	17	26
PH02Gene07631	97.22	76.5	4	7
PH02Gene23591	71.28	75.81	17	23
PH02Gene01407	97.59	80.9	24	31
PH02Gene35606	57.0	57.0	1	1
PH02Gene21145	75.15	67.9	15	22
PH02Gene05342	161.08	172.66	19	23
PH02Gene19992	98.73	87.03	18	25
PH02Gene01860	198.61	197.73	7	11
PH02Gene42219	188.21	187.3	7	14
PH02Gene27254	70.93	69.45	4	5
PH02Gene30735	173.14	170.7	6	6
PH02Gene18550	99.31	107.58	4	6
PH02Gene05402	90.89	93.73	6	11
PH02Gene15527	70.83	73.04	6	10
PH02Gene17956	73.65	73.65	1	1
PH02Gene25185	125.33	104.35	3	5
PH02Gene10198	126.53	128.89	11	15
PH02Gene32278	132.91	132.91	1	1
PH02Gene30244	135.87	135.87	1	1
PH02Gene25441	112.29	112.29	2	3
PH02Gene42394	122.02	122.02	2	2
PH02Gene00685	94.97	87.73	44	57
PH02Gene02930	155.62	166.2	16	22
PH02Gene44821	113.79	106.24	10	15
PH02Gene03408	49.19	49.19	1	1
PH02Gene49690	70.59	67.04	5	10
PH02Gene48591	136.02	128.19	21	25
PH02Gene27814	91.72	89.68	24	45
PH02Gene02949	53.84	53.84	1	3
PH02Gene23992	77.64	75.08	4	7
PH02Gene42196	131.28	131.38	11	13
PH02Gene13720	74.18	70.21	6	13
PH02Gene23781	86.15	86.15	1	1
PH02Gene38721	66.93	62.2	302	414
PH02Gene38980	78.57	70.3	19	23
PH02Gene21501	161.04	169.82	3	6
PH02Gene08117	98.19	93.81	31	52
PH02Gene25552	74.64	66.43	340	472
PH02Gene36062	135.54	147.35	6	8
PH02Gene47312	114.03	114.56	119	166
PH02Gene41478	174.78	160.83	8	11
PH02Gene35897	118.12	109.68	31	46
PH02Gene05011	73.85	73.85	2	3
PH02Gene13899	78.48	69.73	28	42
PH02Gene07221	307.55	307.55	1	2
PH02Gene11835	46.12	46.12	1	6
PH02Gene32448	72.3	63.5	29	40
PH02Gene28137	194.97	190.94	8	17
PH02Gene31901	111.38	96.68	8	11
PH02Gene48170	93.0	90.56	7	10
PH02Gene03895	97.13	93.38	10	17
PH02Gene09907	124.99	115.73	126	182
PH02Gene03151	89.37	91.38	81	108
PH02Gene13724	139.06	139.06	2	2
PH02Gene23951	82.67	70.18	36	51
PH02Gene04655	107.03	89.71	43	70
PH02Gene34696	100.96	94.35	4	4
PH02Gene16285	84.24	88.11	36	47
PH02Gene36805	105.38	93.69	27	44
PH02Gene03318	165.35	159.12	5	5
PH02Gene11892	43.65	30.5	3	6
PH02Gene45245	141.54	139.96	13	19
PH02Gene43753	83.64	87.7	138	197
PH02Gene26464	165.62	155.85	28	46
PH02Gene31398	112.29	102.24	4	10
PH02Gene06785	102.01	96.52	13	24
PH02Gene21744	155.77	98.54	12	26
PH02Gene04434	90.2	85.36	99	148
PH02Gene06088	66.7	71.26	5	7
PH02Gene37772	72.15	70.76	52	70
PH02Gene37447	82.36	84.26	13	17
PH02Gene43732	153.52	167.76	13	19
PH02Gene24156	49.99	47.33	3	3
PH02Gene41095	89.92	71.01	8	17
PH02Gene07223	88.21	78.26	53	76
PH02Gene03848	84.05	95.83	10	19
PH02Gene24200	151.41	151.4	2	3
PH02Gene30031	76.32	69.16	254	384
PH02Gene18955	131.69	144.09	21	27
PH02Gene08771	243.45	233.44	4	9
PH02Gene11045	123.6	115.47	8	11
PH02Gene19423	171.48	171.48	1	1
PH02Gene32481	60.06	58.36	207	293
PH02Gene41877	142.49	136.16	8	11
PH02Gene15811	195.09	172.06	16	22
PH02Gene26297	143.82	143.82	2	6
PH02Gene23386	69.05	79.71	14	18
PH02Gene21694	63.26	55.52	754	1042
PH02Gene05444	74.64	74.64	1	1
PH02Gene34586	108.93	88.93	11	19
PH02Gene12386	62.27	62.26	2	2
PH02Gene23826	104.92	96.0	30	37
PH02Gene40564	86.78	86.78	2	4
PH02Gene24469	75.32	75.96	45	60
PH02Gene43622	75.89	69.58	8	13
PH02Gene09106	123.96	135.58	3	3
PH02Gene30137	68.89	72.0	203	300
PH02Gene28391	80.05	80.68	25	34
PH02Gene26322	131.47	131.47	1	1
PH02Gene43229	89.42	94.52	4	7
PH02Gene08397	61.08	61.08	1	1
PH02Gene41832	125.84	116.87	16	22
PH02Gene16883	67.83	62.34	140	214
PH02Gene04098	106.15	92.54	13	16
PH02Gene37117	161.17	175.19	9	13
PH02Gene32872	116.13	86.4	10	17
PH02Gene07333	145.23	153.24	4	4
PH02Gene07038	90.13	90.13	1	3
PH02Gene40727	67.6	66.82	38	55
PH02Gene07764	52.08	52.08	2	3
PH02Gene20444	125.24	104.37	6	8
PH02Gene21065	82.09	76.95	34	45
PH02Gene42200	389.37	389.37	1	3
PH02Gene02969	288.42	288.42	2	2
PH02Gene14500	114.03	118.83	5	8
PH02Gene32154	96.76	93.76	3	5
PH02Gene35393	106.2	104.07	10	12
PH02Gene44928	101.8	117.4	10	16
PH02Gene22234	130.14	126.2	4	6
PH02Gene38095	218.07	208.33	4	4
PH02Gene30940	141.39	119.12	8	10
PH02Gene23790	93.52	94.28	15	21
PH02Gene48619	145.84	125.46	50	65
PH02Gene39910	65.8	69.79	12	20
PH02Gene28312	58.83	16.61	5	5
PH02Gene29668	94.13	80.44	25	36
PH02Gene13986	88.77	70.23	17	26
PH02Gene41049	91.36	86.37	7	13
PH02Gene33725	78.03	78.16	12	13
PH02Gene39842	207.26	207.26	1	1
PH02Gene18369	90.17	84.58	36	51
PH02Gene27688	103.41	96.77	28	37
PH02Gene33327	68.78	69.29	33	55
PH02Gene26879	101.36	106.62	18	25
PH02Gene48892	121.21	121.21	1	1
PH02Gene18529	94.52	99.77	54	80
PH02Gene00037	76.51	83.49	10	17
PH02Gene38847	80.98	74.48	49	70
PH02Gene09026	88.37	77.83	75	120
PH02Gene26847	66.2	68.52	15	17
PH02Gene47951	129.78	117.58	4	6
PH02Gene49957	156.08	172.92	43	61
PH02Gene00919	187.2	167.58	28	41
PH02Gene48209	85.09	108.39	7	13
PH02Gene34543	261.48	251.96	7	9
PH02Gene44177	66.25	65.8	46	67
PH02Gene23828	113.34	107.55	3	4
PH02Gene48762	119.89	149.66	5	6
PH02Gene27395	98.22	108.65	9	13
PH02Gene05984	68.58	64.88	128	159
PH02Gene26640	76.66	81.3	8	9
PH02Gene08791	225.2	225.2	2	4
PH02Gene17551	55.55	52.19	102	146
PH02Gene21950	106.44	94.78	16	21
PH02Gene21571	108.97	98.78	37	69
PH02Gene20145	107.53	103.86	46	69
PH02Gene16161	145.77	125.26	38	60
PH02Gene19664	84.59	87.16	85	109
PH02Gene42910	88.68	83.87	11	18
PH02Gene20196	82.99	85.0	63	83
PH02Gene36669	121.25	111.75	4	4
PH02Gene00361	81.22	72.12	71	106
PH02Gene17948	77.68	60.97	19	27
PH02Gene24824	199.48	199.48	1	1
PH02Gene32430	219.51	210.05	4	8
PH02Gene05375	92.97	97.93	15	23
PH02Gene25952	23.4	23.4	1	2
PH02Gene36625	122.81	122.81	1	1
PH02Gene30930	63.33	50.36	16	25
PH02Gene01735	172.7	180.21	7	8
PH02Gene46455	139.22	167.92	7	9
PH02Gene38101	76.38	75.68	154	216
PH02Gene03911	76.51	74.91	78	106
PH02Gene25238	100.27	99.98	8	10
PH02Gene26884	100.72	99.05	17	17
PH02Gene20412	111.47	125.37	11	16
PH02Gene33120	103.84	93.13	8	10
PH02Gene11116	113.09	101.28	10	12
PH02Gene03839	125.39	106.85	13	19
PH02Gene30154	77.24	80.21	3	4
PH02Gene19448	91.38	93.54	9	11
PH02Gene13884	95.34	88.81	79	123
PH02Gene20157	147.92	137.17	38	61
PH02Gene08626	103.68	111.69	29	38
PH02Gene17734	170.5	177.66	7	7
PH02Gene24188	127.19	139.01	30	59
PH02Gene13616	86.88	90.18	25	33
PH02Gene31440	110.36	118.25	9	15
PH02Gene46513	56.74	52.7	464	660
PH02Gene20142	166.1	166.02	12	20
PH02Gene12354	84.02	60.34	10	15
PH02Gene12073	170.59	169.79	12	17
PH02Gene31550	97.69	98.71	15	23
PH02Gene33960	102.12	91.19	8	9
PH02Gene20594	117.01	122.36	45	60
PH02Gene40429	107.25	96.95	8	15
PH02Gene10750	111.06	113.24	26	43
PH02Gene11118	70.23	55.07	363	493
PH02Gene37159	74.13	73.16	3	3
PH02Gene13397	77.4	70.46	12	16
PH02Gene47474	117.97	148.2	3	7
PH02Gene22836	145.42	150.89	8	16
PH02Gene01553	82.7	72.19	95	126
PH02Gene16504	65.31	62.11	145	215
PH02Gene07656	106.06	108.1	34	39
PH02Gene16218	49.42	49.42	1	2
PH02Gene22883	226.18	259.54	3	6
PH02Gene21241	108.84	95.96	10	22
PH02Gene20862	176.14	178.14	6	8
PH02Gene07902	166.0	158.68	7	12
PH02Gene47907	113.88	108.53	12	23
PH02Gene36497	131.3	135.32	3	4
PH02Gene08632	134.5	132.12	27	34
PH02Gene42343	157.39	131.18	3	3
PH02Gene15986	102.53	84.24	31	39
PH02Gene04741	78.09	91.46	5	6
PH02Gene28363	73.06	64.36	8	9
PH02Gene21333	67.84	60.62	188	265
PH02Gene26637	123.81	117.42	26	45
PH02Gene14089	62.38	61.35	239	353
PH02Gene28338	130.19	121.19	20	23
PH02Gene26635	93.81	87.92	3	6
PH02Gene41094	89.45	86.22	35	56
PH02Gene27604	236.11	242.04	3	7
PH02Gene04196	100.16	95.73	218	317
PH02Gene15862	63.64	53.45	150	197
PH02Gene02271	77.96	77.85	117	155
PH02Gene38869	84.38	99.52	4	7
PH02Gene36171	161.6	133.79	12	26
PH02Gene41528	166.17	169.16	16	30
PH02Gene13812	116.87	116.86	2	2
PH02Gene23647	85.07	59.63	64	85
PH02Gene48130	81.56	66.57	20	28
PH02Gene33361	77.36	79.64	13	18
PH02Gene48579	129.32	129.28	3	5
PH02Gene01469	73.58	72.64	9	10
PH02Gene11341	252.13	252.13	1	1
PH02Gene27091	61.37	46.68	5	8
PH02Gene08635	27.83	27.83	1	2
PH02Gene07733	64.0	56.58	10	14
PH02Gene35566	119.66	128.12	13	20
PH02Gene13702	97.48	104.13	3	3
PH02Gene20934	83.86	82.24	4	5
PH02Gene25257	85.0	79.54	5	7
PH02Gene07810	140.09	164.18	5	9
PH02Gene37858	110.28	118.88	4	8
PH02Gene44208	96.74	94.18	34	48
PH02Gene10902	70.25	56.44	6	14
PH02Gene10617	62.76	58.72	10	16
PH02Gene17247	85.36	72.12	7	9
PH02Gene04634	121.61	115.31	24	35
PH02Gene33161	112.34	110.46	6	9
PH02Gene42687	105.84	105.84	2	2
PH02Gene05175	127.9	127.9	1	2
PH02Gene38359	275.39	275.39	2	5
PH02Gene29845	65.17	67.74	18	26
PH02Gene48488	139.01	107.32	3	3
PH02Gene22221	100.38	84.81	5	8
PH02Gene00801	99.59	102.9	12	13
PH02Gene39160	168.72	168.72	1	1
PH02Gene04868	147.62	165.64	4	5
PH02Gene38037	87.96	86.41	67	112
PH02Gene37864	70.92	71.17	37	51
PH02Gene33176	199.67	216.72	9	15
PH02Gene47193	94.89	103.23	7	10
PH02Gene07780	78.44	76.45	4	4
PH02Gene43981	86.24	59.52	4	6
PH02Gene19345	85.58	73.0	72	106
PH02Gene09057	140.44	140.44	2	3
PH02Gene06457	68.46	78.83	6	6
PH02Gene05112	61.54	57.26	90	131
PH02Gene48774	149.27	150.6	3	4
PH02Gene26064	175.31	175.32	2	2
PH02Gene33011	68.17	68.62	4	9
PH02Gene18580	105.78	105.0	7	9
PH02Gene35061	138.18	150.27	8	18
PH02Gene29869	102.81	96.71	3	8
PH02Gene26073	258.27	258.27	1	1
PH02Gene08393	94.14	85.68	85	122
PH02Gene41491	79.06	79.06	1	1
PH02Gene47446	35.52	31.7	4	4
PH02Gene25918	109.16	109.16	2	3
PH02Gene35512	89.87	92.36	37	55
PH02Gene27680	43.19	34.91	26	42
PH02Gene29247	136.74	134.61	60	84
PH02Gene34637	81.04	81.04	1	1
PH02Gene15284	60.42	55.15	19	29
PH02Gene32289	80.88	75.84	8	11
PH02Gene22475	116.22	116.22	2	3
PH02Gene06521	69.12	66.75	18	21
PH02Gene33500	83.57	88.89	6	10
PH02Gene10561	118.88	116.75	3	5
PH02Gene42962	99.46	90.48	5	5
PH02Gene00555	111.46	146.82	3	3
PH02Gene32253	125.55	129.74	4	8
PH02Gene15074	59.4	58.27	167	232
PH02Gene30792	191.58	174.46	6	9
PH02Gene32057	234.96	234.96	2	5
PH02Gene23434	127.02	129.24	18	25
PH02Gene12888	100.62	86.23	121	173
PH02Gene33966	104.26	67.78	8	9
PH02Gene38699	62.86	62.86	2	5
PH02Gene36322	80.33	80.33	2	2
PH02Gene24665	85.55	85.89	5	7
PH02Gene27623	85.88	99.54	15	21
PH02Gene30358	75.99	77.34	10	13
PH02Gene47306	209.82	168.66	3	5
PH02Gene22947	147.69	142.07	23	36
PH02Gene46571	103.11	103.11	1	2
PH02Gene25855	60.23	62.69	20	37
PH02Gene36373	93.97	88.42	4	10
PH02Gene15279	180.63	180.63	1	3
PH02Gene30232	61.53	62.78	20	28
PH02Gene35718	57.25	46.54	10	10
